year,date,sitenumber,site,protocol,richness,EPT,MCI,SQMCI,Acarina,Dolomedes aquaticus,Hydra,Antiporus,Elmidae   ,Enochrus,Hydraenidae ,Hydrophilidae ,Ptilodactylidae ,Staphylinidae,Scirtidae ,Rhantus,Copelatus,Podaena,Liodessus,Collembola,Amphipoda,Paranthura,Tanaidacae,Cladocera,Copepoda,Isopoda,Ostracoda,Paracalliope,Paraleptamphopus ,Paranephrops ,Paratya,Anthomyiidae,Aphrophilia,Austrosimulium ,Ceratopogonidae,Chironomus,Chironomidae,Corynoneura,Culex,Culicidae,Dolichopodidae,Empididae,Ephydridae,Eriopterini ,Harrisius,Hexatomini ,Limonia,Limnophora,Lobodiamesa,Maoridiamesa,Mischoderus,Molophilus,Muscidae,Neocurupira ,Neolimnia,Nothodixa,Orthocladiinae,Paradixa ,Paralimnophila,Parochlus,Paucispinigera,Polypedilum,Psychodidae,Sciomyzidae,Stratiomyidae ,Tabanidae ,Tanypodinae,Tanytarsini,Tanytarsus,Thaumaleidae,Zelandotipula,Acanthophlebia ,Ameletopsis ,Arachnocolus ,Atalophlebioides,Austroclima ,Austronella,Coloburiscus ,Deleatidium ,Ichthybotus ,Isothraulus,Mauiulus,Neozephlebia ,Nesameletus ,Oniscigaster,Rallidens,Siphlaenigma,Tepakia,Zephlebia ,Anisops,Diaprepocoris,Microvelia,Saldidae,Sigara,Hirudinea,Hygraula,Archichauliodes,Ferrissia,Gyraulus,Hyridella,Latia,Lymnaeidae,Melanopsis,Physidae,Potamopyrgus ,Sphaeriidae,Nematoda,Nemertea,Nematomorpha,Kempynus,Aeschna,Anisoptera,Antipodochlora ,Austroletes,Hemicordulia,Procordulia,Uropetala,Xanthocnemis,Oligochaeta,Platyhelminthes,Acroperla,Austroperla ,Megaleptoperla ,Nesoperla,Spaniocerca,Stenoperla ,Taraperla,Zelandoperla ,Zelandobius ,Alloecentrella,Aoteapsyche ,Beraeoptera,Confluens,Costachorema ,Ecnomina ,Helicopsyche ,Hudsonema ,Hydrobiosella ,Hydrobiosis ,Hydrochorema,Neurochorema ,Oecetis,Oeconesidae,Olinga,Orthopsyche ,Oxyethira ,Paroxyethira ,Plectrocnemia ,Polyplectropus ,Psilochorema ,Pycnocentria ,Pycnocentrodes,Triplectides ,Tiphobiosis,Zelandoptila,Zelolessica,Polychaeta,Rhabdocoela,Ischnura,Mysidae,Bryozoa
2009,4/02/2009,7212,Shakespear,Soft,23,30.43478261,111.7391304,4.912672176,C,,,,,,,R,,,,,,,,,,,,,C,R,R,VA,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,R,,,,R,R,,,,,,,C,,,,,,,,,,,,,,A,A,,,R,,,,,,,,,,,,,VA,C,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,C,,A,,R,,,,,,
2009,12/02/2009,43918,Symonds St @ Ponga,Hard,33,33.33333333,95.75757576,5.364273205,,,R,,VA,,,,,,,,,,,,,,,,,,C,R,,,,R,C,A,,,,,,,,R,,,R,,,,,,R,,,,,,C,,,,,,,,,,,,R,,,R,,,,A,,,VA,,,,,,,,,,A,,,,,,,,A,R,,,,,,R,VA,,,R,,,,,,,,,,,C,C,,,R,,,,,,R,,VA,,,,,,C,,C,,,,,R,,A,,,,,R,A,R,,,,,,,,
2009,19/02/2009,6517,Tawharanui,soft,24,25,110.4166667,6.239072848,C,,,,,,,,,,R,,,,,R,,,,,C,R,,A,C,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,A,,,,C,,,,,C,,,,,,,C,,,,,,,C,,,,,,,A,A,,,R,,,,,,,,,,,,,A,,R,,,,,,,,,,,R,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,R,,,,,,,,
2009,4/02/2009,7527,Vaughan Lower,Soft,22,4.545454545,51.72727273,2.334575261,C,,,,,,,,,,,,,,,,,,,C,R,R,,,,,VA,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,R,,,C,,,,,,,R,A,R,VVA,R,,R,,,,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,C,,
2009,4/02/2009,7526,Vaughan Upper,Soft,28,28.57142857,107.5,6.683382789,R,,,,,,,,,,R,,,,,R,R,,,,,R,R,VA,,R,C,,,,R,,,,,,,,,,C,,,,,,,,R,,,,,A,,,,R,,,,,C,,,,,,,A,,,,,,,R,,R,,,,,A,VA,,,,,,,,,,,,,,,,A,,,R,,,,,,,,,,R,R,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,A,,,,C,,,,,,,,
2009,17/02/2009,8569,Wairoa @ Caitchen Rd Trib,hard,43,41.86046512,129.7674419,7.689223058,R,,,,A,,C,,C,,,,,,,R,,,,,,,,,,C,,,R,R,,,,,,,,,,,,R,R,,,,,,,,,,R,R,,,,C,,,,,R,,R,,,R,,,,C,,VA,VA,C,,,R,C,,,,,A,,,,,,,,A,,,,C,,,,A,,R,,,,,,,,,,,,,R,,C,R,,R,C,,R,R,,,,,,,R,R,R,C,R,,,,A,A,,,,,R,,,R,,,,,,,,
2009,17/02/2009,8569,Wairoa @ Caitchen Rd Trib,hard,40,45,127,7.928888889,R,,,,C,,C,,C,,,,,,,,,,,,,,,,,C,,,R,C,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,C,R,,,R,,,C,,,C,R,,,C,,VA,VA,C,,,R,C,,,,,C,,,,,,,,A,,,,R,,,,A,,R,,,,,,,,,,,,,R,,C,R,,R,R,,,R,,,,,R,,R,,R,C,,,,,A,VA,,,,,R,R,,,,,,,,,,
2009,17/02/2009,8553,Wairoa LTB,soft,24,29.16666667,114.0833333,6.112881356,R,,,,R,,,,,,,,,,,,,,,,,,R,VA,,R,A,,,R,,,,,,,,,,,R,,,,,,,,,,,,,R,,,,R,,,,,R,,,,,,,,,C,,,,,,,,,,,,,VA,,,,,,,,,,,,R,,,,A,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,R,R,C,C,A,,,,,,,,
2009,25/02/2009,44619,Waitakere River,hard,23,34.7826087,95.65217391,5.694490818,R,,,,VVA,,,,,,,,,,,R,,,,,,,,C,,,,,,R,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,R,,,C,,,,,,,,R,R,,,,,,,A,,,,,,,,,,,,,,C,R,,,,,,,,,,,A,,,,,,,,R,,,,,,,C,,,,,R,A,R,,,,,C,,,
2009,19/03/2009,43601,Waitangi Stream,soft,18,5.555555556,63.44444444,3.500760135,R,,,,R,,,,,,,,,,,,R,,,,,,,VVA,,,R,,,VA,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,R,,,,,,C,VVA,,,R,,,,,,,,,,A,R,A,,,,,,,,,,,C,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,
2009,19/03/2009,43601,Waitangi Stream,soft,18,5.555555556,59.77777778,3.428929766,R,,,,,,,,,,,,,,,,R,,,,,,,VVA,,,,,,VA,,,,,,,,,,,C,,,,,,,,C,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,C,,,,R,,A,VVA,,,,,,,,,,,,,A,R,A,,,,,,,,,,,C,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,
2009,11/03/2009,45745,Waiwhiu @ Frith,soft,28,32.14285714,89,4.618258427,A,,,,,,,,,,,,,,,,,,,,,,A,,,R,,,,R,,,,,,,,,,,,,,,,,,,R,,,,R,R,,,,,,,,,,,,,,,,R,,C,,,,,,,,,,,,R,VA,,,,,A,,,,C,,,,C,,,VA,R,,A,,,,,R,,,,,R,A,,,,R,,,,,,,,,,,,,,,,R,,,,,,,C,,,R,,,R,A,,,,,R,R,,
2009,25/02/2009,44470,Wekatahi,Hard,40,42.5,125,7.215411559,R,,,,C,,C,,,,,,,,,,,,,,,,R,,,R,C,,R,C,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,,,,,R,,R,,,A,R,,,R,,VA,VA,,,,A,C,,,,,A,,,,,,,,C,,,,C,,,,VA,,,C,,,,,,,,,,,R,R,,,R,,,,,R,,,C,R,,,,A,C,R,,,,,,VA,R,,,,R,R,R,A,R,,,,,,,,
2009,5/03/2009,7213,West Hoe LTB,soft,25,40,124.16,7.412643678,R,,,,R,,,,,,,,,,,,,,,,,R,,,R,,C,,,,,,,,,,,,,,,,R,,,,,,,,,,R,A,,,,R,,,,,R,,,,,,,C,,R,,R,,,,,R,,,,,R,VA,,,R,,,,,,,,,,,,,A,,,,,,,,,,,,,R,C,,,,,,R,,,,,,,,,,,,,R,,,,,,,R,,,,R,,R,,,,,,,,,,
2009,12/02/2009,438100,Whangamaire Stream,soft,24,12.5,62.08333333,1.548117155,R,,C,,,,,,,,,,,,,,,,,,,,A,R,R,,C,,,R,,,,,,,,,,,,,,,,,,,,,,,A,,,,,C,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,R,,,R,C,,A,A,,,,,VA,C,,,R,,,,,,,,,,VA,R,A,,,,,,,,,,,,,,,,,,,,,,,,,,VA,A,,C,,,,,,,,,,,,
2009,12/02/2009,438100,Whangamaire Stream,soft,24,12.5,53.83333333,1.939071856,,,C,,,,,,,,,,,,,,,,,,,,A,R,,,C,,,,,,,,,,,,,,,,,,,,,,R,,,,VA,,,,,R,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,VA,A,,,R,,VA,VA,R,R,A,,,,,,,,,,VA,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,A,C,,C,,,,,,,,,,,,
2010,3/02/2010,45368,Ararimu @ Old North Road,soft,21,28.57142857,105.6190476,6.031007752,R,,,,,,,,,,,,,,R,,R,,,,,,,VA,,,A,,,,,R,,,,,,,,,,,,,,,,,,,,,,VA,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,C,A,,,R,,,,,,,,,,,,,A,C,,,,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,R,R,,,VA,,,,,,,,
2010,11/02/2010,8557,Aroaro @ Phillips,soft,38,36.84210526,110.5263158,4.916632017,R,,,,VA,,R,,R,,,,,,,,,,,,,,,R,,,R,,,A,,,,,,,,R,,,,,R,,,,,,,,,,R,R,,,,,,,,,,,R,,,,,,,C,,C,VA,,,,,R,,R,,,C,,,,,,,,A,A,,,R,,,,VA,,,C,,,,,,,,,,,R,R,,,R,,,,,,,,A,R,,,,R,C,,C,,,,,C,,A,R,,,R,C,A,R,,,,,,,,
2010,12/02/2010,7308,Awanohi Lower,soft,27,14.81481481,88.88888889,4.081192661,R,,,,,,,,,,,,,,,,R,,,R,C,,R,C,,R,A,,,,,R,,R,,R,,,,,R,,,,,,,,,,,,R,A,,,,A,,,,,C,,R,,,,,,,,,,,,,,R,,,,,R,,,,R,,,,,,R,,,,R,,,VA,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,A,,,,,,,,C
2010,10/02/2010,7309,Awanohi Mid,soft,19,21.05263158,106.8421053,4.814285714,R,,,,,,,,,,,,,,,R,R,,,,R,,,VA,,R,VA,,,,,,,,,,,,,,R,,,,,,,,,,,,,A,R,,,R,,,,,,,,,,,,,,,,,,,,,C,,,,,C,R,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,
2010,11/02/2010,7310,Awanohi Rural Trib,soft,15,26.66666667,119.0666667,5.167759563,R,,,,,,,,,,,,,,,R,,,,,R,,,VA,,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,R,,,,,R,,,,,,,,,,,,,,,,R,,,,,R,C,,,R,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,
2010,16/02/2010,7311,Awanohi Upper 1,soft,25,28,122.4,7.598773006,R,,,,R,,,R,,,,,,,,R,,,,,A,R,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,R,,,,R,R,,,,,,,C,,,,,,,R,,R,,,,,C,VA,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,R,R,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,R,,,,R,,,,,,,,
2010,19/02/2010,7312,Awanohi Upper 2,soft,27,25.92592593,108.5925926,5.606746032,R,,,,,,,,,,,,,,,R,,,,,R,R,,VA,R,R,A,,,,,R,,,,,,,,,R,R,,,,,,,,,,,R,A,,,,A,,,,,R,,,,,,,,,,,,,,C,,R,,,,,C,A,,,,,,,,,,,R,,,,,A,,,R,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,A,,R,,,,,,
2010,5/02/2010,45742,Awarere @ Dibble,soft,17,35.29411765,121.2941176,8.242384106,R,,,,,,,,,,,,,,,R,R,,,,,R,,,R,C,,,,,,,,,,,,,,,,R,R,,,,,,,,,,R,A,,,,,,,,,,,,,,,,C,,,,,,,,,R,C,,,,,VA,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,,,
2010,29/01/2010,7524,Campbells Bay,soft,25,0,73.68,3.071052632,R,,R,,,,,,,,,,,,,,C,,,,A,R,,,,,A,,,,,A,,C,,C,,,,,R,,R,,,,,,,,C,,R,,R,,,A,R,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,VA,R,R,C,,,,,,,,,,C,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,26/01/2010,44618,Cascades LTB,Hard,29,24.13793103,91.03448276,2.748210024,,,,,C,,R,,,,,,,,,,,,,,,,,,,R,,,R,A,,,,,,,,R,,,,,,,,A,,,R,,R,,A,,,,,C,R,,,,,,C,,,,,,,R,,C,C,,,,,,,,,,R,,,,,,,,,,,,A,,,,VA,,,,,,,,,,,,,,C,C,,,,,,,,,,,VA,,,R,,,,R,C,,R,,,,,VVA,R,,,,,C,,,,,,,,,
2010,19/01/2010,7721,Chatswood,Hard,19,5.263157895,87.36842105,2.277992278,R,,R,,,,,,,,,,,,,R,R,,,,R,,,,,,,,,,,,,,,,,R,,,R,,R,,,,C,R,,,,,A,,,,,A,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,VA,,,,,,,,,R,,,,,,VA,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,
2010,18/02/2010,6606,Duck Creek @ Trotters,soft,28,3.571428571,73.35714286,1.973533424,A,,,,,,,R,,,,,,,R,R,R,,,,,R,VVA,,R,,,,,,,,,,,,,,,,,,,,,,,,R,,,,A,R,,,,R,,,R,,C,,R,,,,,,,,,,,,,,,,,,,,,R,,R,,R,R,,,,R,,,,,A,A,C,,,,,,,,,,,,VA,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,R,,
2010,20/01/2010,8407,Duders,soft,25,8,77.04,4.499212598,A,,,,,,,R,,,,,,,,,,,,,R,,VA,VVA,C,,,,C,,,R,,,,C,,,,,,,,,,,,,C,,,,A,C,,,,A,,,,,A,,C,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,R,,,A,R,,R,,,,,,,,,,C,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,C,,,,,,,,,,,,
2010,12/01/2010,6847,Dyers Creek @ Bush,soft,28,28.57142857,110.2142857,5.795412844,R,,,R,R,,,,,,,,,,,,,,,,R,,,R,,R,R,,,,,,,,,,,,,,R,,,,,,,,,,,,R,C,,,,C,,,,,R,,R,,,,,R,,C,,,,,R,,,,,,,C,A,,,,,,,,R,,,,C,R,,,A,R,,,,,,,,,,,,,C,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,R,A,,,,,,,,
2010,12/01/2010,6852,Dyers Creek @ Mid Paddock,soft,23,34.7826087,122.8695652,4.124431818,R,,,,R,,,R,,,R,,,,,,,,,,,,,C,,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,C,,,,C,,,,,R,,,,,,,R,,,,,,,,,,,,,,R,A,,,,,,,,R,,,,,R,,,VA,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,,,R,,R,,R,,,,,,C,A,,,,,,,,
2010,21/01/2010,7722,Eskdale Lower,soft,21,14.28571429,87.71428571,2.361168385,R,,,,,,,,,,,,,,,,,,,,R,,,C,,R,A,,,,,,,,,R,,,,,,,,,,,,,,,,,,C,,,,R,R,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,VVA,C,,,,,,,,,,,,C,A,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,C,,,,,,,,
2010,21/01/2010,7723,Eskdale Mid,soft,28,7.142857143,83.5,4.094478528,R,,,,R,,,,,,,,,,,,C,,,,R,,,C,,,A,,R,,,A,,,,,,,,,,,,,,,R,,R,,,,R,R,,,,C,R,,R,,R,,C,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,VA,C,,R,,,,,,,,,,R,A,R,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,VA,,,,,,,,
2010,2/02/2010,7724,Eskdale Upper,soft,26,30.76923077,116.3076923,5.791346154,C,,,,,,,R,,,,,,,,R,R,,,,,R,,C,R,C,C,,,,,,,,,,,,,,C,,R,,,,,,,,,,R,C,,,,C,,,,,,,,,,,,C,,,,,,,,,,,,,,R,A,,,,,,,,,R,,,,,,,A,,,,,,,,,,,,,R,C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,C,,R,,,,,,
2010,5/02/2010,45743,Hoteo @ Kraak Hill,soft,26,23.07692308,99.30769231,3.816304348,C,,,,C,,,,R,,,,,,,R,,,,,R,,R,,,,C,,,,,R,,,,,,,,R,,,,,,,,,R,,,,C,C,,,,,,,,,C,,,,,,,R,,,,,,,,,,,,,,R,A,,,C,,,R,,,,,,,R,,,VA,,,,,,,,R,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,,R,,,,,,
2010,10/02/2010,8552,Hunua @ St Pauls,Hard,35,42.85714286,121.1428571,7.275167785,R,,,,R,,R,,,,,,,,,,,,,,,,,,A,,,,C,C,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,R,,,,,,,R,,,,,R,,VA,,A,VA,,,,A,C,,,R,,VA,,,,,,,,C,R,,,R,,,,A,,,,,,,,R,,,,,,R,A,,,R,,,,R,R,,,R,,,,,,,,R,,R,,,,C,,,,,R,,,R,,,R,,,,,
2010,3/02/2010,45416,Kaukapakapa Ref,soft,30,30,125.5333333,6.054615385,C,,,,,,R,,,,,,,,,R,R,,,,R,,,A,R,R,C,,,,R,,,,,,R,R,,R,,R,,,,,,,,,,,C,A,,,,C,,,,,R,,,,,,,C,,R,,,,,R,,R,,,,,R,A,,,R,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,R,,,,C,,,,,,,,
2010,26/01/2010,43512,Kauritutahi (Awhitu),soft,30,33.33333333,125.2,6.903153153,R,,,,R,,,,,,,,,,,R,R,,,,,,,R,A,C,,,R,C,,,,,,,,,,,R,,,,,,,,,,,C,R,R,,,,C,,,,,R,,R,,,,,,,C,,C,,,,,,,,,,R,VA,,,,,,,,,,,,,,,,A,,,,,,,,R,,,,,,A,,,,,,,,,,,,,,,,,,,,R,,,,R,,C,,,,C,R,C,,,,R,,,,,,
2010,10/02/2010,1543482,Konini,Hard,41,43.90243902,132.195122,7.2,R,,,,A,,R,,R,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,R,,C,,,R,,,,,C,,,,,,,A,,,R,C,,,R,,A,VA,R,,,,R,,,,,R,,,,,,,,A,,,,R,,,,R,,,,,,,,R,,,,,,,,,R,R,,,C,,A,R,,A,C,,R,,C,R,R,R,,C,,,C,,R,,,,C,R,R,,,,,,,,,
2010,27/01/2010,45369,Kumeu @ Weza,soft,19,10.52631579,64.10526316,3.427412083,,,C,,,,,,,,,,,,,R,A,,,C,C,,,VVA,,,R,,,,,,,R,,,,,,,,,,,,,,,R,,,,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,A,,,,,,A,VVA,,,,,,,,,,,,,A,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,R,,
2010,29/01/2010,7725,Lignite,soft,26,11.53846154,80.53846154,3.075263775,C,,R,,,,,,,,,,,,,R,R,,,,C,R,A,,,,A,,,,R,A,,R,,R,,,,,R,,,,,,,,,,,,,A,,,,A,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,,,,,,A,VVA,C,,R,,,,,,,,,,,VA,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,VA,,,,,,,,
2010,29/01/2010,7899,Lucas LTB @ Tennis,Soft,21,19.04761905,85.80952381,2.983266932,,,,,,,,,,,,,,,,,,,,,,,,VA,,R,R,,,,,R,,,,,,,,,R,,,,,,,,,,R,,,,,,,R,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,C,VVA,C,,,,,,,,,,,,C,C,A,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,VA,,R,,,R,,,
2010,18/02/2010,6862,Mahu Reference @ Trappit,soft,28,42.85714286,126.5714286,7.225630252,R,,,,,,,,,,,,,,,,R,,,,,R,R,A,A,,,,,,,,,,,,,R,,,R,R,R,,,,,,,,,,R,A,R,,,R,,,,,,,R,,,,,A,,,,C,,,,,C,,,,,R,VA,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,C,R,,,R,,,C,,,,,,,,,,,,,,,,R,,,,R,,R,,,,,,,,,,
2010,4/02/2010,6850,Mahurangi LTB,soft,34,32.35294118,98.11764706,4.036353945,R,,,R,R,,,R,,,,,,,,,,,,,R,,R,VA,,,C,,,C,,R,,,,,,,,,,,,,,,,,,,,,C,A,,,,,,,,,C,,R,,,,,,,R,,R,R,,,,A,,,,,,VA,,,R,,C,,,,,,,,R,,,VVA,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,A,,,,R,R,,,,R,A,,C,R,,C,VA,,,,,,,,
2010,8/02/2010,45505,Makarau @ Rail Bridge,soft,30,20,76,3.758064516,,,,,R,,,,,,,,,,,,,,,R,,,C,VA,,,C,,,,,,,,,,,,,,,,,,,,,,R,,,,C,C,,,,R,,,,,C,,R,,,,,,,,,,,,,,,,,,,,C,,,,,R,R,R,,,,,,R,,A,A,C,,,,,,,,,,,,A,A,R,,,,,,,,,,,,,,,,,R,,,,,R,,,,A,C,,R,,,C,A,,,,,,R,,
2010,11/02/2010,1543483,Mangatawhiri,Hard,27,40.74074074,131.8518519,7.523415978,,,,,C,,R,,R,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,R,,R,,,,,,,,,,C,,,C,,,,,A,,,,,,,A,,,R,,,,,,A,VA,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,R,,,,,,,,,,,,,C,R,,,R,,VA,,,A,,,,,,,R,C,,R,,,A,R,R,,,,R,,,,,,,,,,,
2010,29/01/2010,44460,Marawhara ,Hard,33,48.48484848,136.3636364,6.666041276,R,,,,C,,C,,,,,,,,,,,,,,,,,,,,C,,C,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,,,R,C,R,R,,,A,VA,,,,C,R,,R,,,A,,,,,,,,R,,,,,,,,A,,,,,,,,,,,,,,,R,,,,,,R,,R,,,VA,R,,,,A,R,R,,,R,,,VA,R,,,,,,,VA,C,,,,,,,,
2010,12/02/2010,6604,Matakana LTB,soft,27,22.22222222,92.66666667,3.429257642,R,,,,,,,,,,,,,,,,R,,,,R,,,A,,,,,,C,,,,,,,,,,,R,,R,,,,R,,,,,,R,,,,,C,,,,,C,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,R,,R,,,,,,,R,VVA,R,,R,,,,,R,,,,,C,C,,,,,,,,,,,,,,,,,,R,,,,,,,,,R,C,,R,R,,,A,,,,,,,,
2010,17/02/2010,43720,Mauku Stream @ STP,soft,27,18.51851852,73.77777778,2.893162393,C,,R,,,,,R,,,,,,,,,VA,,,,,R,R,R,,,C,,,R,,,,,,,,,,,R,,,,,,,,C,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,R,,,C,R,,,,,,R,,A,VVA,,,R,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,A,,R,,,R,,,
2010,10/02/2010,1043404,Milne,Hard,39,48.71794872,133.3333333,7.889724311,R,,,,A,,C,,R,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,C,,,,,,,R,,,R,R,R,,R,,VA,VVA,C,,,R,A,,,,,A,,,,,,,,A,,,,,,,,A,,,R,,,,,R,,,,,R,,C,,R,C,,,,,R,,,R,,,,,C,,A,C,,,,,R,A,R,,R,,R,R,,,,,,,,,,
2010,25/01/2010,7407,Motutapu,hard,34,11.76470588,85.29411765,4.245109321,C,,R,,R,,,R,,,,,,,,,R,,,,,R,A,VVA,,,R,,,R,,,,,,,,,,,,R,R,,,,,,,,,,A,C,R,,,C,,,R,,A,,R,,,,,,,,,,,,,,,,,,,,,,,R,,,A,,,,R,,,,,A,VA,,R,R,,,,,,,,,,R,A,R,,,,,,,,,,,,,,,,,,,C,,,,,,,VA,,,C,C,,,R,,,,,,,,
2010,8/02/2010,45605,Mt Auckland,Hard,21,47.61904762,119.047619,6.340101523,C,,,,,,,,R,,,,,,,,C,,,,,,,,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,R,,,,,,,A,,,,,,,,,R,,,,R,C,VA,,,R,,,,,,,,,,,,,C,R,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,R,,R,,R,,,,,,
2010,15/02/2010,1043824,Ngakaroa LTB,soft,24,16.66666667,82,2.046511628,R,,,,,,,,,,,,,,,R,R,,,,,R,VA,,R,,,,,C,,,,,,,,,,,,,,,,,,,,,,,R,C,,,,R,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,R,R,,,A,,,,,,,,,VA,VVA,,,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,C,C,,C,,,,A,,,,,R,,,
2010,5/02/2010,7171,Nukumea Upper,Soft,20,35,116.7,6.904651163,R,,,,R,,,,,,,,,,,R,,,,,,,,C,,C,C,,,,,,,,,,,,,,R,R,,,,,,,,,,,,C,,,,,,,,,,,,,,,,A,,,,,,,,,R,,,,,C,A,,,,,,,,,,,,,,R,,C,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,R,,,,,,,,
2010,29/01/2010,8177,Oakley LTB,soft,23,13.04347826,61.30434783,2.336569579,C,,R,,,,,,,,,,,,,R,R,,,,,,R,A,,,A,,,R,,,,,,R,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,R,VVA,C,,C,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,C,,,,,R,,,
